"","X","ENS","PreB_shPhf23_1_count","PreB_shPhf23_2_count","PreB_shPhf23_3_count","PreB_shRen_1_count","PreB_shRen_2_count","PreB_shRen_3_count","PreB_shPhf23_1_TPM","PreB_shPhf23_2_TPM","PreB_shPhf23_3_TPM","PreB_shRen_1_TPM","PreB_shRen_2_TPM","PreB_shRen_3_TPM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","cluster"
"346",346,"ENSMUSG00000095788",3,2,4,13,16,16,0.004476831,0.003041079,0.005925055,0.019045593,0.023876431,0.028046986,6.473282908,-2.352586512,0.717079767,-3.280787745,0.001035176,NA,"Sirpb1a",320832,"co_binding_RNA"
"13485",13485,"ENSMUSG00000027630",2101,2117,2217,2258,2285,1918,0.593747331,0.609599819,0.621905361,0.626471434,0.645746145,0.636709044,2104.249163,-0.027062587,0.057188612,-0.473216367,0.636058822,0.893881384,"Tbl1xr1",81004,"co_binding_RNA"
"13359",13359,"ENSMUSG00000025764",1233,1298,1423,1302,1376,1287,0.382363068,0.410143569,0.438026867,0.396392622,0.4267085,0.46882224,1297.644483,-0.029650273,0.069969523,-0.423759837,0.671740972,0.90724963,"Jade1",269424,"co_binding_RNA"
"18950",18950,"ENSMUSG00000087440",28,42,35,31,36,34,0.106066451,0.162112928,0.131604591,0.115287817,0.136371151,0.151291915,36.88383188,0.031814279,0.279897606,0.113663992,0.909504158,0.978556299,"4930577N17Rik",67746,"co_binding_RNA"
"13544",13544,"ENSMUSG00000037174",2195,2039,2056,2101,2365,1848,0.639513193,0.605313782,0.594594767,0.600956107,0.689042688,0.632460997,1934.814532,-0.025764003,0.05972093,-0.43140659,0.666172759,0.905255121,"Elf2",69257,"co_binding_RNA"
"8035",8035,"ENSMUSG00000061143",493,458,506,562,584,509,0.285648685,0.270395302,0.291017306,0.319685797,0.338374913,0.346433507,510.3309638,-0.206872441,0.084846166,-2.438206123,0.014760355,0.168962689,"Maml3",433586,"co_binding_RNA"
"8099",8099,"ENSMUSG00000042997",231,224,241,240,287,260,0.091952494,0.090854805,0.095225127,0.093791718,0.114244007,0.121574272,240.7783176,-0.202785224,0.121582091,-1.667887292,0.095338103,0.443832136,"Nhlrc3",212114,"co_binding_RNA"
"22896",22896,"ENSMUSG00000036632",525,506,497,498,474,406,0.575447326,0.56512581,0.540736456,0.535892073,0.519546728,0.522744057,456.2242735,0.127941078,0.092656205,1.380814996,0.167335852,0.565783811,"Alg5",66248,"co_binding_RNA"
"20710",20710,"ENSMUSG00000036894",420,421,522,466,454,360,0.38059322,0.388724762,0.469532058,0.41457145,0.411403148,0.383204902,405.4949805,0.07068403,0.102849241,0.687258648,0.491919752,0.826483,"Rap2b",74012,"co_binding_RNA"
"21743",21743,"ENSMUSG00000001419",10434,9722,9248,10175,9346,7645,6.945817154,6.594418178,6.110873933,6.649801004,6.221545632,5.978149913,9868.991516,0.096208931,0.064734359,1.486211222,0.13722326,0.514519738,"Mef2d",17261,"co_binding_RNA"
"24386",24386,"ENSMUSG00000074480",865,907,939,785,806,745,0.921535228,0.984581054,0.99298895,0.821045468,0.858679068,0.932328381,828.4447223,0.190309773,0.083585171,2.276836563,0.022795987,0.213333162,"Mex3a",72640,"co_binding_RNA"
"42418",42418,"ENSMUSG00000094084",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Tdpoz1",207213,"co_binding_RNA"
"29295",29295,"ENSMUSG00000060256",0,1,0,0,0,0,0,0.005635424,0,0,0,0,0.099692058,0.936582435,4.080455872,0.229528872,0.818457883,NA,"Tdpoz4",399675,"co_binding_RNA"
"34693",34693,"ENSMUSG00000058005",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Tdpoz3",399674,"co_binding_RNA"
"16248",16248,"ENSMUSG00000074424",0,0,0,0,0,0,0,0,0,0,0,0,0.101984472,0,4.080455872,0,1,NA,"Gm10696",100043188,"co_binding_RNA"
"1634",1634,"ENSMUSG00000068877",12,18,14,29,38,34,0.01612832,0.024650671,0.018677507,0.038265519,0.051073014,0.0536789,26.41904974,-1.223431672,0.34583962,-3.537569445,0.000403828,0.01423531,"Selenbp2",20342,"co_binding_RNA"
"6482",6482,"ENSMUSG00000068876",2,6,4,3,6,6,0.001853272,0.005665115,0.003679189,0.002729179,0.005559815,0.006530962,4.208624516,-0.35109755,0.790834456,-0.443958337,0.657072706,NA,"Cgn",70737,"co_binding_RNA"
"19698",19698,"ENSMUSG00000038902",1864,1885,1737,1833,1819,1577,0.583479133,0.601227904,0.539712192,0.563304996,0.569392995,0.579866357,1832.977288,0.047696843,0.062845157,0.758958122,0.447877609,0.804053269,"Pogz",229584,"co_binding_RNA"
"1905",1905,"ENSMUSG00000068874",28,31,28,58,67,50,0.036820761,0.041537923,0.036549021,0.07487976,0.088106821,0.077236313,48.1698318,-1.028130296,0.250974921,-4.096545953,4.19e-05,0.00245519,"Selenbp1",20341,"co_binding_RNA"
"15153",15153,"ENSMUSG00000053192",218,231,272,242,261,213,0.35202781,0.380085072,0.435985828,0.383652085,0.421464488,0.40403304,238.1465876,-0.011691779,0.134125631,-0.087170353,0.930536105,0.984013418,"Mllt11",56772,"co_binding_RNA"
"33507",33507,"ENSMUSG00000038403",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Hfe2",69585,"co_binding_RNA"
"10600",10600,"ENSMUSG00000038393",1613,1237,1009,1805,1282,1003,1.435871431,1.122016491,0.891569786,1.577466375,1.141219575,1.048815068,1392.69536,-0.095161897,0.275641331,-0.345238128,0.729915357,0.929572161,"Txnip",56338,"co_binding_RNA"
"19449",19449,"ENSMUSG00000028161",2823,2649,2987,2943,2776,2374,1.345831635,1.286797374,1.413507334,1.377437282,1.323424945,1.329466403,2714.189433,0.042615307,0.059837786,0.712180549,0.47635298,0.820664761,"Ppp3ca",19055,"co_binding_RNA"
"23745",23745,"ENSMUSG00000040151",591,649,599,564,561,496,0.399954328,0.447523628,0.402376614,0.374717298,0.379652078,0.394295113,570.6320341,0.159941528,0.085726469,1.865719301,0.062080648,0.361729427,"Hs2st1",23908,"co_binding_RNA"
"18960",18960,"ENSMUSG00000039740",617,531,624,566,623,517,0.870708681,0.763537875,0.874088264,0.784162119,0.879175865,0.857028079,574.5096631,0.03207507,0.08526795,0.376167951,0.70679204,0.922058123,"Alg2",56737,"co_binding_RNA"
"12587",12587,"ENSMUSG00000038578",2545,2535,2354,2615,2549,2376,2.088257734,2.119447331,1.917280961,2.106540059,2.091539868,2.290126889,2421.48213,-0.044275135,0.057043564,-0.776163554,0.437652423,0.797993659,"Susd1",634731,"co_binding_RNA"
"37385",37385,"ENSMUSG00000078686",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Mup9",100038948,"co_binding_RNA"
"37872",37872,"ENSMUSG00000081501",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm13286",100041062,"co_binding_RNA"
"22995",22995,"ENSMUSG00000061887",1084,1152,1295,1125,1120,932,0.509445427,0.551657107,0.60411712,0.519066051,0.526364278,0.514518619,1113.19,0.131354839,0.070790748,1.855536823,0.063519606,0.365588251,"Ssbp3",72475,"co_binding_RNA"
"18260",18260,"ENSMUSG00000028717",17,15,24,15,17,22,0.010347663,0.009303213,0.014500654,0.00896368,0.010347663,0.015730149,17.08818731,0.017683556,0.411568964,0.042966204,0.965728475,0.992732673,"Tal1",21349,"co_binding_RNA"
"23056",23056,"ENSMUSG00000028703",487,543,531,497,472,432,0.612170262,0.695490898,0.662553234,0.61334012,0.593314916,0.637887089,516.4369125,0.133365041,0.085587766,1.558225516,0.119179798,0.486691873,"Lrrc41",230654,"co_binding_RNA"
"19448",19448,"ENSMUSG00000032998",1615,1467,1462,1496,1469,1373,0.70666493,0.654062845,0.634996562,0.64264972,0.64278067,0.705713373,1395.477735,0.042599667,0.063237203,0.673648818,0.500534609,0.830235063,"Foxj3",230700,"co_binding_RNA"
"18160",18160,"ENSMUSG00000023247",0,1,1,1,1,0,0,0.010559304,0.010286554,0.010173928,0.010363034,0,0.483057242,0.015791507,2.284884103,0.006911294,0.994485629,NA,"Guca2a",14915,"co_binding_RNA"
"19738",19738,"ENSMUSG00000042608",1032,958,1039,1037,1006,843,0.830299673,0.785360459,0.829762314,0.819097581,0.809381271,0.796708668,1025.476682,0.048654931,0.065902083,0.738291244,0.460337486,0.81149206,"Stk40",74178,"co_binding_RNA"
"25422",25422,"ENSMUSG00000028811",2683,2635,2872,2417,2326,1989,1.792056006,1.793328615,1.904137606,1.584927034,1.553605021,1.560567242,2493.788387,0.261464753,0.054913291,4.76141111,1.92e-06,0.000189526,"Yars",107271,"co_binding_RNA"
"19246",19246,"ENSMUSG00000057236",7873,7748,7756,8245,7610,6591,4.75877567,4.771917715,4.653457701,4.892686152,4.599807297,4.679754714,7621.551916,0.038071694,0.050073229,0.760320331,0.447063132,0.804053269,"Rbbp4",19646,"co_binding_RNA"
"18545",18545,"ENSMUSG00000028798",3898,3730,3550,4137,3772,2963,5.070729816,4.944083772,4.58395112,5.283428979,4.906822182,4.527694179,3712.419822,0.023502475,0.068245733,0.344380142,0.730560421,0.929572161,"Eif3i",54709,"co_binding_RNA"
"20951",20951,"ENSMUSG00000003731",2029,2070,2285,2038,2115,1809,1.458918131,1.516587853,1.63086521,1.438648746,1.520754977,1.527932748,2068.478896,0.076223189,0.056761226,1.342874242,0.179312698,0.582068097,"Kpna6",16650,"co_binding_RNA"
"14536",14536,"ENSMUSG00000053730",540,507,509,579,532,447,0.707244003,0.67659974,0.661723084,0.744484731,0.696766314,0.687701283,525.4894511,-0.022261787,0.084216068,-0.264341323,0.791516921,0.94590869,"Tmem39b",230770,"co_binding_RNA"
"18540",18540,"ENSMUSG00000028790",6115,6264,6165,6201,6284,5482,4.664983561,4.86915678,4.668417908,4.644266202,4.793909517,4.912578296,6223.012401,0.02332257,0.044162183,0.528111792,0.597421747,0.879520481,"Khdrbs1",20218,"co_binding_RNA"
"12438",12438,"ENSMUSG00000028788",8185,8127,7872,8932,8027,7631,5.825405458,5.893673698,5.561290086,6.241053511,5.712954137,6.379780339,7547.328752,-0.047614983,0.057493847,-0.828175272,0.407571246,0.783191437,"Ptp4a2",19244,"co_binding_RNA"
"21208",21208,"ENSMUSG00000028906",3024,2856,2953,2880,2796,2532,0.702122139,0.675674357,0.680577076,0.656485421,0.649184359,0.690575839,2780.474392,0.082608099,0.050347989,1.640742746,0.100850828,0.454186164,"Epb41",269587,"co_binding_RNA"
"20652",20652,"ENSMUSG00000028893",201,227,218,198,218,190,0.356052976,0.409725292,0.383316969,0.34433841,0.386166909,0.395356571,209.6954238,0.069335126,0.124065461,0.558859212,0.576257808,0.869467302,"Sesn2",230784,"co_binding_RNA"
"9136",9136,"ENSMUSG00000028879",621,623,651,641,797,630,1.063029432,1.086651011,1.106159278,1.077242392,1.364306694,1.266808696,629.5430219,-0.148063694,0.087952391,-1.683452738,0.092287481,0.437855986,"Stx12",100226,"co_binding_RNA"
"11427",11427,"ENSMUSG00000028878",560,558,534,635,587,490,0.789184904,0.801259689,0.746990345,0.878549396,0.82723489,0.811154571,559.9075997,-0.071470587,0.083084452,-0.860216147,0.389669905,0.772194463,"Fam76a",230789,"co_binding_RNA"
"20881",20881,"ENSMUSG00000037692",770,744,719,719,790,584,0.345394195,0.340052206,0.320137234,0.316632082,0.354365472,0.307718745,762.1436064,0.074726644,0.076869116,0.972128319,0.330986715,0.73075964,"Ahdc1",230793,"co_binding_RNA"
"18327",18327,"ENSMUSG00000028868",7373,6846,6698,7183,7148,6016,5.555146916,5.25577256,5.009327749,5.313233459,5.385621885,5.324464557,6699.242567,0.019100346,0.049906877,0.382719721,0.701927591,0.920625881,"Wasf2",242687,"co_binding_RNA"
"19051",19051,"ENSMUSG00000028851",3950,3927,3826,4099,3759,3400,11.25163669,11.39797918,10.8179896,11.46299863,10.70757021,11.37664796,3765.477417,0.03393343,0.06281265,0.540232416,0.58903676,0.874284579,"Nudc",18221,"co_binding_RNA"
"20110",20110,"ENSMUSG00000028848",637,516,486,528,588,439,1.49206397,1.231533034,1.129970926,1.21418161,1.377289818,1.207895404,559.8858216,0.056936262,0.10054932,0.566252084,0.571222428,0.86745304,"Gpn2",100210,"co_binding_RNA"
"18948",18948,"ENSMUSG00000037553",1545,1619,1478,1607,1562,1309,1.469024911,1.568541012,1.394948261,1.500093298,1.485188939,1.462032817,1613.060857,0.031804511,0.062912082,0.505538999,0.613180314,0.886114063,"Zdhhc18",503610,"co_binding_RNA"
"47735",47735,"ENSMUSG00000104566",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Mir7227",102465707,"co_binding_RNA"
"11835",11835,"ENSMUSG00000003644",1340,1288,1308,1585,1400,1076,1.1237821,1.100630461,1.088849974,1.304993341,1.174100701,1.060001258,1335.913046,-0.061204516,0.081039963,-0.755238705,0.450105769,0.805479111,"Rps6ka1",20111,"co_binding_RNA"
"19835",19835,"ENSMUSG00000003038",11369,10766,11335,11421,11103,9327,7.936436463,7.657835023,7.854305524,7.827248571,7.750748003,7.648249583,10662.75811,0.051024069,0.059079176,0.863655743,0.387777032,0.770969774,"Hmgn2",15331,"co_binding_RNA"
"15381",15381,"ENSMUSG00000028843",3537,3146,3345,3694,3461,2793,13.36556577,12.11321314,12.54675445,13.70411189,13.07837804,12.39766853,3467.872035,-0.007050607,0.074199296,-0.09502256,0.924296908,0.983036094,"Sh3bgrl3",73723,"co_binding_RNA"
"17758",17758,"ENSMUSG00000037295",966,902,867,947,909,822,0.734752306,0.699066872,0.654584802,0.707156484,0.691397356,0.734433446,928.9806523,0.007658338,0.074258092,0.103131357,0.917858719,0.98061259,"Ldlrap1",100017,"co_binding_RNA"
"21325",21325,"ENSMUSG00000028826",1206,1279,1316,1246,1198,1083,0.673596276,0.727899242,0.72961079,0.683238183,0.669127975,0.710554875,1172.171226,0.085139136,0.06642571,1.281719619,0.19994102,0.607297734,"Maco1",66146,"co_binding_RNA"
"28219",28219,"ENSMUSG00000028825",9,10,13,2,10,6,0.025011639,0.028317049,0.035861296,0.005456716,0.02779071,0.019586989,9.124646531,0.806345678,0.593835356,1.357860675,0.174507898,0.575178801,"Rhd",19746,"co_binding_RNA"
"11389",11389,"ENSMUSG00000037266",3061,3476,4343,3663,3776,3770,2.212330741,2.559851932,3.115728042,2.59911419,2.729095354,3.200699282,3598.580276,-0.072508442,0.173338276,-0.418306004,0.6757234,0.90981514,"Rsrp1",27981,"co_binding_RNA"
"25501",25501,"ENSMUSG00000070691",2088,1864,1760,1861,1598,1228,1.910939788,1.738244124,1.598866362,1.672109056,1.462491275,1.320175514,1724.049447,0.270230709,0.09024054,2.994559961,0.00274841,0.056723375,"Runx3",12399,"co_binding_RNA"
"15247",15247,"ENSMUSG00000062585",109,117,108,116,126,90,0.168499499,0.184291935,0.165721502,0.176048295,0.194779237,0.163429865,113.9743326,-0.009782742,0.161875744,-0.060433648,0.951810261,0.989198716,"Cnr2",12802,"co_binding_RNA"
"22390",22390,"ENSMUSG00000028669",940,925,994,900,977,732,1.378676129,1.382370599,1.447117435,1.295921303,1.432943168,1.26113704,900.4243876,0.112996182,0.074566818,1.515368156,0.129679197,0.504654479,"Pithd1",66193,"co_binding_RNA"
"18898",18898,"ENSMUSG00000059291",16642,15620,15801,17069,16365,13035,20.30568847,19.41965829,19.13726027,20.44664218,19.96770771,18.68271696,15567.49196,0.030768926,0.069184938,0.444734466,0.656511659,0.901737609,"Rpl11",67025,"co_binding_RNA"
"23691",23691,"ENSMUSG00000018983",9124,8700,8184,8864,7695,6463,10.87397481,10.56502798,9.681700767,10.37133137,9.170893922,9.048029325,8169.277999,0.158009134,0.069202683,2.283280457,0.022413853,0.211140715,"E2f2",242705,"co_binding_RNA"
"37354",37354,"ENSMUSG00000078520",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Cela3a",242711,"co_binding_RNA"
"11898",11898,"ENSMUSG00000043411",2389,2510,2459,2506,2544,2481,0.842692644,0.902142469,0.860982989,0.867832354,0.897367136,1.028008286,2393.278951,-0.059901791,0.061713922,-0.970636596,0.331729275,0.73075964,"Usp48",170707,"co_binding_RNA"
"21988",21988,"ENSMUSG00000040945",25403,23063,22431,23270,22524,19287,31.75061524,29.37184915,27.82907437,28.55388706,28.15222051,28.31708961,22846.78092,0.102602041,0.057819409,1.774525926,0.075976198,0.401879647,"Rcc2",108911,"co_binding_RNA"
"20692",20692,"ENSMUSG00000040842",3336,3566,3403,3445,3410,2826,2.868047841,3.123849062,2.904058012,2.907711358,2.931667607,2.853969349,3490.454996,0.070299507,0.057192094,1.22918227,0.219003475,0.630227413,"Szrd1",213491,"co_binding_RNA"
"4010",4010,"ENSMUSG00000043085",0,1,0,2,0,0,0,0.000982954,0,0.001894159,0,0,0.678217023,-0.890495627,2.213604202,-0.40228313,0.687475669,NA,"Tmem82",213989,"co_binding_RNA"
"11402",11402,"ENSMUSG00000058186",21,30,47,34,32,35,0.022222535,0.032347738,0.049369094,0.035322785,0.033862911,0.043507001,29.2546224,-0.072096596,0.320655543,-0.22484126,0.822102767,0.955203476,"Zfp980",100041379,"co_binding_RNA"
"24764",24764,"ENSMUSG00000062518",90,73,98,73,64,83,0.192030434,0.158707981,0.207556634,0.152915719,0.136554975,0.208028312,67.92951169,0.212306663,0.252677833,0.840226705,0.400781288,0.779447916,"Zfp534",100503584,"co_binding_RNA"
"11847",11847,"ENSMUSG00000078495",1391,1419,1709,1491,1621,1515,1.710105526,1.77756925,2.085551085,1.799596505,1.9928692,2.187888628,1395.948139,-0.061042347,0.085691779,-0.712347757,0.476249458,0.820658464,"Zfp984",100041677,"co_binding_RNA"
"9177",9177,"ENSMUSG00000029009",336,354,345,364,405,358,0.154847331,0.166232548,0.157821632,0.16469012,0.186646336,0.193804684,377.0325909,-0.146377235,0.095193807,-1.537676028,0.124127848,0.493973092,"Mthfr",17769,"co_binding_RNA"
"21852",21852,"ENSMUSG00000029036",2751,2784,2591,2610,2674,2198,2.426099116,2.501701755,2.268132132,2.259748848,2.358193034,2.276996877,2618.375347,0.098981534,0.057769518,1.71338686,0.086641392,0.425736591,"Atad3a",108888,"co_binding_RNA"
"19780",19780,"ENSMUSG00000050796",272,277,298,304,316,191,0.525858886,0.545667936,0.571872965,0.576999735,0.610924294,0.433760976,256.0215377,0.049681606,0.128608787,0.386300246,0.699274318,0.919876316,"B3galt6",117592,"co_binding_RNA"
"24607",24607,"ENSMUSG00000041954",18,21,23,20,16,17,0.02483783,0.029526284,0.031503004,0.027093983,0.022078071,0.027555409,21.19187113,0.202125325,0.371718813,0.543758663,0.586607558,0.873571147,"Tnfrsf18",21936,"co_binding_RNA"
"21951",21951,"ENSMUSG00000040274",4636,4134,4103,4086,4124,3601,1.666524029,1.514213027,1.464039043,1.442009867,1.482473057,1.52057579,3887.527373,0.101653247,0.057977127,1.753333646,0.079544753,0.409509709,"Cdk6",12571,"co_binding_RNA"
"20431",20431,"ENSMUSG00000002297",2236,2404,2477,2298,2358,2044,1.023803635,1.121573358,1.125780868,1.032991171,1.07966412,1.099366647,2219.853497,0.064752449,0.056606667,1.143901455,0.252664507,0.661139862,"Dbf4",27214,"co_binding_RNA"
"36183",36183,"ENSMUSG00000072188",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm10354",100503549,"co_binding_RNA"
"43198",43198,"ENSMUSG00000095550",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm21671",100862359,"co_binding_RNA"
"41359",41359,"ENSMUSG00000091049",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm1979",100038949,"co_binding_RNA"
"35859",35859,"ENSMUSG00000067700",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm5862",545739,"co_binding_RNA"
"23346",23346,"ENSMUSG00000106864",1466,1295,1286,1310,1182,1111,0.589892243,0.530953926,0.513644536,0.517501637,0.47561571,0.525133316,1274.099104,0.144304297,0.072265515,1.996862482,0.045840124,0.310827804,"Gtf3c2",71752,"co_binding_RNA"
"6109",6109,"ENSMUSG00000029135",60,46,61,62,81,74,0.031524286,0.024626358,0.031813162,0.031980659,0.042557786,0.045671211,61.87345245,-0.404936377,0.221276398,-1.830002565,0.067249555,0.377530497,"Fosl2",14284,"co_binding_RNA"
"22121",22121,"ENSMUSG00000052783",21,26,36,26,28,22,0.019762802,0.024931644,0.033629059,0.02402173,0.026350403,0.024320287,25.23989289,0.105653686,0.330883401,0.319307907,0.749493038,0.934826879,"Grk4",14772,"co_binding_RNA"
"13141",13141,"ENSMUSG00000046985",4102,3814,3798,3882,4217,3695,2.600725565,2.463927431,2.390214189,2.416329293,2.673637178,2.751883923,3700.901552,-0.033599953,0.053446096,-0.628669924,0.529565172,0.84645765,"Tapt1",231225,"co_binding_RNA"
"8433",8433,"ENSMUSG00000015882",516,528,534,548,568,637,0.098996771,0.103217564,0.101694057,0.103217564,0.10897319,0.143558053,527.4431007,-0.183537272,0.113274806,-1.620283258,0.105171444,0.463543408,"Lcorl",209707,"co_binding_RNA"
"20043",20043,"ENSMUSG00000047215",13990,13563,14840,14729,13536,11932,7.574092794,7.481988252,7.974983573,7.828668192,7.328300218,7.588273044,13757.13488,0.05515169,0.052842523,1.043699025,0.296624661,0.701212539,"Rpl9",20005,"co_binding_RNA"
"15559",15559,"ENSMUSG00000037822",1432,1271,1569,1594,1516,1122,0.444589686,0.402077961,0.483528746,0.48585469,0.470668969,0.40919095,1384.729178,-0.003242228,0.082642328,-0.039232047,0.968705384,0.992821851,"Smim14",68552,"co_binding_RNA"
"18941",18941,"ENSMUSG00000029202",10649,10128,11057,10176,10709,9718,1.938130043,1.87821858,1.997534943,1.818247094,1.949050111,2.077627949,9848.729405,0.031695974,0.051049005,0.620893075,0.534669978,0.848527042,"Pds5a",71521,"co_binding_RNA"
"21537",21537,"ENSMUSG00000029204",1033,977,1095,984,977,906,0.509885209,0.491377209,0.536499351,0.476835859,0.482243804,0.525311717,992.2607231,0.090640263,0.068338822,1.326336344,0.184728314,0.587161375,"Rhoh",74734,"co_binding_RNA"
"20630",20630,"ENSMUSG00000070733",6224,5872,5789,6120,5672,5010,1.137821257,1.093802368,1.050487763,1.0983926,1.036909089,1.075867981,5684.029207,0.068690873,0.052256942,1.314483202,0.188683647,0.592401439,"Fryl",72313,"co_binding_RNA"
"42949",42949,"ENSMUSG00000095074",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm3139",100041102,"co_binding_RNA"
"43416",43416,"ENSMUSG00000095996",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Gm16513",100041253,"co_binding_RNA"
"42669",42669,"ENSMUSG00000094560",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"A430089I19Rik",331195,"co_binding_RNA"
"31428",31428,"ENSMUSG00000079423",1,0,1,0,0,0,0.001682329,0,0.001669913,0,0,0,0.194940927,1.823280368,3.808664588,0.47871907,0.632138498,NA,"Gm3286",100041354,"co_binding_RNA"
